LAMMPS (2 Aug 2023)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading restart file ...
  restart file = 2 Aug 2023, LAMMPS = 2 Aug 2023
  restoring atom style full from restart
  orthogonal box = (-0.33623157 -0.341427 -13.879934) to (25.471202 25.476397 89.284846)
  1 by 1 by 1 MPI processor grid
  pair style chgnet/gpu stores no restart info
  1536 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.002 seconds
  read_restart CPU = 0.065 seconds
Resetting peratom fix info from restart file:
  fix style: STORE/ATOM, fix ID: msd_COMPUTE_STORE
All restart file peratom fix info was re-assigned
Neighbor list info ...
  update: every = 1 steps, delay = 10 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.3
  ghost atom cutoff = 6.3
  binsize = 3.15, bins = 9 9 33
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair chgnet/gpu, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 20000
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.512 | 6.512 | 6.512 Mbytes
   Step          Temp          PotEng         TotEng         Press          Volume        c_msd[4]   
     20000   1480.9672     -5265.4838     -4971.6387      1074.1725      68737.846      80.319031    
     20010   1474.5475     -5264.172      -4971.6007      1165.4818      68739.028      80.428916    
     20020   1471.018      -5263.3583     -4971.4872      1238.8653      68742.748      80.559208    
     20030   1460.1815     -5260.9885     -4971.2676      1216.7955      68749.016      80.706525    
     20040   1460.9127     -5260.7842     -4970.9182      1036.7401      68757.407      80.86412     
     20050   1471.2525     -5262.345      -4970.4274      751.76241      68767.187      81.024368    
     20060   1474.8875     -5262.4534     -4969.8146      465.12259      68777.595      81.181681    
     20070   1485.7329     -5263.886      -4969.0953      137.07024      68787.912      81.332125    
     20080   1495.6227     -5265.045      -4968.2921     -106.57219      68797.532      81.473344    
     20090   1500.8013     -5265.2201     -4967.4396     -172.45662      68806.306      81.606808    
     20100   1496.8647     -5263.559      -4966.5596     -10.971066      68814.495      81.737047    
     20110   1480.5446     -5259.4032     -4965.6419      306.61635      68822.483      81.868765    
     20120   1469.1994     -5256.1439     -4964.6337      586.89175      68830.59       82.005006    
     20130   1476.9865     -5256.5515     -4963.4962      652.73278      68838.878      82.14695     
     20140   1497.8597     -5259.431      -4962.2342      653.3105       68847.134      82.29412     
     20150   1514.1292     -5261.3481     -4960.9232      654.74852      68855.298      82.445882    
     20160   1522.8007     -5261.7938     -4959.6484      652.6133       68863.663      82.602469    
     20170   1533.7494     -5262.7863     -4958.4684      597.6848       68872.565      82.765472    
     20180   1540.0201     -5263.0031     -4957.441       530.47568      68882.127      82.937423    
     20190   1547.1643     -5263.5828     -4956.6032      514.91499      68892.338      83.119308    
     20200   1551.0219     -5263.7366     -4955.9916      569.24441      68903.125      83.309089    
     20210   1535.384      -5260.2499     -4955.6077      782.99763      68914.55       83.503457    
     20220   1526.8728     -5258.3698     -4955.4163      978.62662      68926.877      83.699593    
     20230   1534.7183     -5259.8969     -4955.3868      1080.8715      68940.335      83.897248    
     20240   1543.9862     -5261.9055     -4955.5565      1190.1059      68955.098      84.098299    
     20250   1533.251      -5260.1862     -4955.9672      1455.7005      68971.434      84.305662    
     20260   1510.865      -5256.3765     -4956.5992      1779.3218      68989.843      84.523436    
     20270   1498.3633     -5254.7201     -4957.4233      1930.0293      69010.843      84.755412    
     20280   1507.1852     -5257.4905     -4958.4434      1784.3566      69034.723      85.004954    
     20290   1525.0488     -5262.3505     -4959.7589      1500.5733      69061.304      85.273025    
     20300   1524.9403     -5264.0585     -4961.4885      1352.9759      69090.272      85.558939    
     20310   1495.4745     -5260.3799     -4963.6563      1475.0433      69121.634      85.862948    
     20320   1456.0426     -5254.9709     -4966.0712      1628.1558      69155.717      86.185501    
     20330   1450.7456     -5256.3138     -4968.4651      1506.4008      69192.72       86.524352    
     20340   1465.5724     -5261.4536     -4970.6631      1224.512       69232.354      86.876954    
     20350   1466.237      -5263.4553     -4972.5329      1081.1657      69274.052      87.242098    
     20360   1465.7538     -5264.8312     -4974.0046      967.31139      69317.413      87.618076    
     20370   1467.2154     -5266.2122     -4975.0956      849.48835      69362.126      88.002762    
     20380   1479.0376     -5269.3652     -4975.903       688.67571      69407.946      88.395769    
     20390   1478.7832     -5269.9395     -4976.5277      578.78312      69454.746      88.799208    
     20400   1461.7354     -5267.0621     -4977.0329      620.26508      69502.603      89.216243    
     20410   1452.9921     -5265.7181     -4977.4237      602.87582      69551.803      89.649984    
     20420   1450.3672     -5265.4823     -4977.7087      503.91431      69602.536      90.10122     
     20430   1447.4036     -5265.0894     -4977.9038      377.81402      69654.924      90.568675    
     20440   1445.3926     -5264.799      -4978.0124      269.99119      69708.759      91.047495    
     20450   1437.7207     -5263.2957     -4978.0313      284.35868      69763.569      91.53116     
     20460   1427.848      -5261.2518     -4977.9463      347.70609      69818.958      92.015541    
     20470   1429.857      -5261.4386     -4977.7345      394.19162      69874.651      92.499756    
     20480   1445.5521     -5264.224      -4977.4058      334.68848      69930.346      92.983623    
     20490   1452.0446     -5265.119      -4977.0126      401.03292      69985.793      93.466014    
     20500   1442.5317     -5262.7954     -4976.5765      652.39397      70041.173      93.94883     
     20510   1439.775      -5261.7561     -4976.0841      830.56171      70096.962      94.435688    
     20520   1452.8297     -5263.782      -4975.5198      874.46184      70153.407      94.927338    
     20530   1458.2257     -5264.2408     -4974.908       911.50168      70210.486      95.422346    
     20540   1444.5113     -5260.8878     -4974.2761      1028.304       70268.181      95.919912    
     20550   1433.9036     -5258.0947     -4973.5877      1098.3873      70326.56       96.418775    
     20560   1454.044      -5261.3207     -4972.8175      801.22536      70385.605      96.915515    
     20570   1481.0543     -5265.8628     -4972.0004      448.03785      70445.059      97.408733    
     20580   1483.7445     -5265.6387     -4971.2425      359.75774      70504.768      97.903       
     20590   1471.302      -5262.5039     -4970.5765      496.02325      70564.815      98.404409    
     20600   1475.3736     -5262.7083     -4969.973       571.77536      70625.25       98.915709    
     20610   1499.2911     -5266.9164     -4969.4356      460.37706      70685.919      99.435504    
     20620   1513.0471     -5269.2444     -4969.0342      368.82842      70746.475      99.961107    
     20630   1506.4698     -5267.7312     -4968.826       404.64576      70806.594      100.49043    
