LAMMPS (2 Aug 2023)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (23.935472 23.935472 71.806417)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  1536 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.000 seconds
  read_data CPU = 0.041 seconds
768 atoms in group gSolid
768 atoms in group gLiquid
Neighbor list info ...
  update: every = 1 steps, delay = 10 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.3
  ghost atom cutoff = 6.3
  binsize = 3.15, bins = 8 8 23
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair chgnet/gpu, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 6.608 | 6.608 | 6.608 Mbytes
   Step          Temp          PotEng         TotEng         Press          Volume        c_msd[4]   
         0   300           -5641.5608     -5582.0365      24644.909      41138.388      0            
        10   299.24644     -5642.903      -5583.5282      24032.771      41236.455      0.0011128423 
        20   298.54168     -5646.9181     -5587.6831      22024.282      41525.877      0.0083831934 
        30   298.32952     -5652.7321     -5593.5392      19055.207      41983.863      0.03188621   
        40   299.22618     -5659.0942     -5599.7235      15718.665      42556.157      0.081703191  
        50   302.11838     -5664.9723     -5605.0277      12510.463      43161.4        0.1590619    
        60   307.85018     -5670.0176     -5608.9357      9774.5462      43725.844      0.25450375   
        70   316.61489     -5674.4399     -5611.619       7621.4595      44216.88       0.35671545   
        80   327.59356     -5678.5126     -5613.5133      6014.2853      44639.851      0.46001173   
        90   338.89166     -5682.2563     -5615.0154      4822.0875      45013.725      0.56367586   
       100   348.21355     -5685.4885     -5616.398       3929.862       45354.482      0.66848796   
       110   353.7525      -5688.0125     -5617.8229      3289.2934      45671.353      0.77480341   
       120   355.19078     -5689.7769     -5619.3019      2841.0955      45968.799      0.88225961   
       130   354.11313     -5690.9678     -5620.7067      2527.7938      46248.834      0.99003888   
       140   352.38825     -5691.8247     -5621.9058      2259.4281      46512.429      1.0972059    
       150   350.86799     -5692.537      -5622.9198      1973.5295      46759.876      1.2028061    
       160   348.36408     -5692.9479     -5623.8275      1676.4242      46990.914      1.3058232    
       170   342.28744     -5692.608      -5624.6933      1388.1557      47205.114      1.4050982    
       180   331.51585     -5691.3003     -5625.5228      1106.3884      47402.177      1.4993303    
       190   318.16985     -5689.4198     -5626.2903      791.66653      47581.936      1.587142     
       200   306.09349     -5687.6884     -5626.955       419.0442       47744.016      1.6670978    
       210   297.61196     -5686.548      -5627.4975     -42.632352      47887.522      1.7376958    
       220   291.93593     -5685.8419     -5627.9176     -512.29601      48010.913      1.7974362    
       230   287.30263     -5685.2432     -5628.2382     -982.03645      48112.555      1.845138     
       240   283.14828     -5684.6514     -5628.4707     -1409.9339      48190.938      1.8800027    
       250   281.12739     -5684.41       -5628.6303     -1785.3745      48244.974      1.901577     
       260   283.04144     -5684.8964     -5628.7369     -2154.7973      48273.97       1.9098255    
       270   288.55048     -5686.062      -5628.8095     -2485.4253      48277.25       1.9049548    
       280   295.62094     -5687.5415     -5628.8861     -2747.213       48254.439      1.887464     
       290   301.31136     -5688.7775     -5628.993      -2879.2368      48205.82       1.8582019    
       300   303.50249     -5689.3704     -5629.1511     -2882.2313      48132.845      1.8185727    
       310   302.70575     -5689.418      -5629.3568     -2768.8226      48038.131      1.7703739    
       320   300.87098     -5689.2931     -5629.596      -2553.1554      47925.218      1.715638     
       330   298.99029     -5689.1624     -5629.8384     -2233.7235      47798.438      1.656663     
       340   296.7523      -5688.9375     -5630.0576     -1820.1096      47662.77       1.5959174    
       350   294.47653     -5688.6588     -5630.2305     -1327.5689      47523.621      1.5358547    
       360   292.86419     -5688.4427     -5630.3343     -780.65682      47386.623      1.478741     
       370   292.58875     -5688.4156     -5630.3619     -225.17017      47257.189      1.4265331    
       380   294.37409     -5688.7233     -5630.3152      319.99407      47140.062      1.3807386    
       390   298.17911     -5689.3766     -5630.2136      844.09029      47039.209      1.3424237    
