LAMMPS (2 Aug 2023)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (95.74189 23.935472 47.870945)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  4096 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.004 seconds
  read_data CPU = 0.074 seconds
2048 atoms in group gSolid
2048 atoms in group gLiquid
Neighbor list info ...
  update: every = 1 steps, delay = 10 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.3
  ghost atom cutoff = 6.3
  binsize = 3.15, bins = 31 8 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair chgnet/gpu, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.0005
Per MPI rank memory allocation (min/avg/max) = 7.105 | 7.105 | 7.105 Mbytes
   Step          Temp          PotEng         TotEng         Press          Volume        c_msd[4]   
         0   300           -14999.284     -14840.488      25435.404      109702.37      0            
        10   296.47973     -15001.688     -14844.755      24743.98       109972.09      0.0014604448 
        20   286.90059     -15008.225     -14856.362      22652.146      110760.17      0.013472164  
        30   273.09828     -15016.479     -14871.922      19789.449      111950.13      0.05326665   
        40   257.83689     -15023.285     -14886.807      17091.965      113283.51      0.12872117   
        50   244.32646     -15027.654     -14898.327      15010.741      114513.2       0.22754307   
        60   235.13766     -15031.226     -14906.762      13499.542      115586.26      0.33714824   
        70   231.63037     -15036.131     -14913.524      12367.487      116574.89      0.45732442   
        80   234.27825     -15043.588     -14919.58       11465.17       117541.23      0.59207842   
        90   242.60143     -15053.598     -14925.184      10771.774      118501.57      0.74266333   
       100   255.29654     -15065.387     -14930.253      10274.049      119444.69      0.90685956   
       110   271.57726     -15078.536     -14934.785      9937.9768      120354.25      1.0808743    
       120   291.23262     -15093.021     -14938.866      9708.9697      121221.56      1.2614581    
       130   312.93846     -15108.319     -14942.675      9512.1776      122047.86      1.4469908    
       140   334.01235     -15123.225     -14946.425      9290.5022      122840.21      1.6371823    
       150   352.09523     -15136.694     -14950.323      8989.3376      123606.4       1.8323425    
       160   365.73879     -15148.182     -14954.589      8583.9183      124351.65      2.0326071    
       170   374.79713     -15157.771     -14959.383      8057.3966      125077.48      2.2373131    
       180   380.58592     -15166.153     -14964.701      7396.4479      125781.89      2.4445911    
       190   384.76193     -15173.877     -14970.215      6615.8405      126460.03      2.6515926    
       200   387.36831     -15180.531     -14975.489      5754.2913      127105.28      2.8551842    
       210   386.63183     -15184.979     -14980.326      4934.7775      127711.19      3.0525757    
       220   381.21889     -15186.521     -14984.735      4199.072       128273.7       3.2417997    
       230   373.5192      -15186.498     -14988.787      3541.5709      128791.53      3.4216041    
       240   366.7776      -15186.619     -14992.476      2952.0568      129264.94      3.5910142    
       250   362.06514     -15187.516     -14995.867      2403.0061      129694.95      3.7491399    
       260   358.50446     -15188.779     -14999.016      1902.4463      130082.56      3.8952049    
       270   353.77221     -15189.225     -15001.966      1510.6949      130428.9       4.0287863    
       280   345.89791     -15187.832     -15004.741      1229.1796      130736.58      4.1502171    
       290   336.33407     -15185.331     -15007.303      1037.2648      131009.66      4.2606771    
       300   328.323       -15183.436     -15009.648      904.20943      131252.98      4.3620065    
       310   323.45812     -15183.015     -15011.802      752.23457      131470.96      4.4560828    
       320   321.33079     -15183.892     -15013.805      594.17888      131666.25      4.5439481    
       330   320.41213     -15185.303     -15015.702      466.84046      131840.54      4.6260836    
       340   320.56138     -15187.219     -15017.539      356.31428      131995.44      4.7028638    
       350   321.87116     -15189.717     -15019.344      254.70834      132132.43      4.7746289    
       360   322.98328     -15192.09      -15021.128      138.92672      132252.6       4.8414094    
       370   322.79193     -15193.801     -15022.94       28.590439      132356.27      4.9029001    
       380   322.04388     -15195.205     -15024.741     -83.861292      132443.63      4.9587537    
       390   321.4433      -15196.674     -15026.527     -201.64252      132514.52      5.0084243    
       400   322.11589     -15198.808     -15028.305     -330.40269      132568.42      5.051284     
       410   325.66577     -15202.479     -15030.098     -484.0493       132604.46      5.0868904    
       420   331.02219     -15207.176     -15031.959     -642.51197      132621.16      5.1149542    
       430   334.18333     -15210.828     -15033.938     -761.71642      132616.97      5.1354375    
       440   332.19513     -15211.852     -15036.014     -774.03068      132591.61      5.1486837    
       450   326.85078     -15211.095     -15038.086     -719.87796      132547.51      5.1558574    
       460   322.73051     -15210.938     -15040.11      -635.24946      132488.67      5.158562     
       470   321.89489     -15212.441     -15042.056     -568.68397      132419.28      5.1583779    
       480   322.9382      -15214.904     -15043.967     -504.27702      132342.54      5.1564242    
       490   324.02392     -15217.376     -15045.864     -430.4098       132261.11      5.1533853    
       500   325.04458     -15219.827     -15047.774     -377.62237      132177.47      5.1495902    
       510   325.63646     -15222.061     -15049.695     -303.1866       132093.51      5.1451938    
       520   324.30571     -15223.293     -15051.631     -215.32225      132011.16      5.140465     
       530   321.53081     -15223.727     -15053.534     -124.76341      131932.57      5.1357629    
       540   319.17996     -15224.343     -15055.394     -31.038344      131859.84      5.1314441    
       550   316.87085     -15224.926     -15057.2        57.328822      131794.84      5.1279276    
       560   313.57001     -15224.91      -15058.931      126.03006      131739.03      5.12567      
       570   310.61266     -15225.003     -15060.589      166.63923      131693.21      5.1249009    
       580   308.81961     -15225.634     -15062.169      165.34617      131657.27      5.125523     
       590   307.14803     -15226.252     -15063.672      131.97019      131630.03      5.1270606    
       600   305.51193     -15226.82      -15065.107      61.519977      131609.41      5.1286796    
       610   304.40785     -15227.604     -15066.474     -19.607243      131592.72      5.1293325    
       620   303.60326     -15228.489     -15067.786     -101.93089      131577.21      5.1281251    
       630   302.74        -15229.279     -15069.033     -160.80059      131560.44      5.1243457    
       640   302.40678     -15230.305     -15070.235     -205.39427      131540.77      5.1175815    
       650   303.67522     -15232.131     -15071.389     -234.31124      131517.21      5.107633     
       660   306.26611     -15234.647     -15072.535     -262.00329      131489.2       5.0945612    
       670   307.73879     -15236.589     -15073.696     -269.83312      131456.4       5.0785911    
       680   305.42766     -15236.539     -15074.87      -221.53481      131419.2       5.0601542    
       690   300.35013     -15235.004     -15076.022     -140.98616      131379.31      5.0400101    
       700   295.33095     -15233.417     -15077.092     -64.127438      131339.26      5.0190227    
       710   292.12041     -15232.689     -15078.064     -27.000131      131301.16      4.9976893    
       720   291.15735     -15233.023     -15078.908     -9.7341237      131265.96      4.9762156    
       730   291.54671     -15233.969     -15079.647     -6.1773439      131233.86      4.9548657    
       740   291.52994     -15234.605     -15080.293     -9.1210443      131204.66      4.9340726    
       750   290.6642      -15234.674     -15080.819     -7.1856182      131177.98      4.9143224    
       760   289.50565     -15234.482     -15081.241     -3.6510646      131153.6       4.8960637    
       770   288.71248     -15234.376     -15081.555      8.9635148      131131.46      4.8797497    
       780   288.41563     -15234.407     -15081.743      18.592157      131111.6       4.8659001    
       790   288.26789     -15234.398     -15081.812      22.938092      131094.11      4.8549594    
       800   288.93121     -15234.693     -15081.756      23.839393      131078.9       4.8471037    
       810   290.34115     -15235.278     -15081.595      35.502523      131065.81      4.8422163    
       820   290.69492     -15235.195     -15081.325      40.758426      131054.89      4.8400782    
       830   290.59665     -15234.779     -15080.961      57.475994      131046.18      4.8402753    
       840   291.8625      -15234.996     -15080.507      69.638459      131039.86      4.8424112    
