LAMMPS (2 Aug 2023)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (79.84 19.68 39.36)
  4 by 1 by 2 MPI processor grid
  reading atoms ...
  4096 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     0 = max # of 1-2 neighbors
     0 = max # of 1-3 neighbors
     0 = max # of 1-4 neighbors
     1 = max # of special neighbors
  special bonds CPU = 0.005 seconds
  read_data CPU = 0.053 seconds
2048 atoms in group gSolid
2048 atoms in group gLiquid
Neighbor list info ...
  update: every = 1 steps, delay = 10 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6.22
  ghost atom cutoff = 6.22
  binsize = 3.11, bins = 26 7 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair quip, perpetual
      attributes: full, newton on
      pair build: full/bin
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 6.499 | 6.506 | 6.509 Mbytes
   Step          Temp          PotEng         TotEng         Press          Volume        c_msd[4]   
         0   300           -33149.171     -32990.375      86012.639      61844.447      0            
        10   217.99114     -33122.781     -33007.393      84927.503      62134.512      0.0051638688 
        20   212.99541     -33163.975     -33051.232      70878.346      62954.267      0.022915846  
        30   297.7674      -33248.562     -33090.948      48979.667      63968.878      0.061508865  
        40   284.99944     -33263.528     -33112.672      35650.799      64807.24       0.11356089   
        50   268.24803     -33266.723     -33124.734      25538.078      65485.953      0.17066557   
        60   281.30385     -33280.177     -33131.277      14743.033      66086.74       0.23337503   
        70   272.51169     -33278.608     -33134.362      5495.3257      66604.556      0.30156862   
        80   258.29287     -33272.816     -33136.096     -1646.8022      67011.249      0.37175627   
        90   249.11008     -33269.756     -33137.897     -5560.3382      67292.698      0.43978756   
       100   236.02048     -33265.278     -33140.348     -6448.2884      67458.245      0.5020399    
       110   242.62291     -33271.562     -33143.137     -6388.905       67533.235      0.55585696   
       120   274.4502      -33290.926     -33145.654     -5946.7965      67543.236      0.60092842   
       130   294.46094     -33303.277     -33147.413     -4174.6433      67510.783      0.63860728   
       140   291.76638     -33302.55      -33148.112     -1421.7478      67460.523      0.66953601   
       150   294.62459     -33303.692     -33147.742      733.47855      67415.239      0.69287042   
       160   298.6976      -33304.756     -33146.649      2451.9087      67387.765      0.70741942   
       170   293.81612     -33300.924     -33145.401      4468.8974      67385.166      0.71294463   
       180   294.08836     -33300.122     -33144.455      6128.2312      67414.603      0.71140125   
       190   295.11159     -33300.136     -33143.928      6846.4497      67480.205      0.70680538   
       200   295.385       -33300.024     -33143.671      6094.7268      67579.375      0.70285059   
       210   299.54728     -33301.966     -33143.409      4088.9342      67700.462      0.70117819   
       220   302.97535     -33303.354     -33142.983      2065.2166      67826.019      0.70146022   
       230   304.47943     -33303.586     -33142.419      599.9726       67941.466      0.70264226   
       240   312.0292      -33306.965     -33141.802     -324.31143      68038.681      0.70422369   
       250   325.13437     -33313.367     -33141.266     -493.61062      68115.155      0.706937     
       260   336.27308     -33319.017     -33141.021      138.57936      68174.166      0.71256741   
       270   340.38751     -33321.438     -33141.264      1383.83        68223.955      0.72329955   
       280   339.69568     -33321.941     -33142.133      2933.3755      68275.698      0.74127035   
       290   342.56399     -33325.061     -33143.735      3902.9102      68340.388      0.76829726   
       300   346.9652      -33329.773     -33146.117      3869.4085      68423.013      0.8054837    
       310   342.81479     -33330.593     -33149.135      3223.4725      68520.532      0.85298754   
       320   326.40779     -33325.224     -33152.45       2522.913       68625.466      0.91029021   
       330   304.95165     -33317.122     -33155.705      2133.5392      68730.642      0.9762639    
       340   289.26615     -33311.744     -33158.63       2016.4637      68831.874      1.0487638    
       350   276.21863     -33307.239     -33161.031      2250.2444      68927.803      1.1247089    
       360   261.82052     -33301.358     -33162.771      2687.2592      69020.058      1.2007223    
       370   253.01592     -33297.678     -33163.752      2562.4253      69111.249      1.2736615    
       380   249.4306      -33295.944     -33163.916      1878.7192      69200.165      1.3404009    
       390   249.26334     -33295.299     -33163.359      1145.8044      69282.564      1.398097     
       400   253.37529     -33296.386     -33162.269      450.75256      69354.814      1.4454969    
       410   256.84364     -33296.816     -33160.863     -71.320177      69414.533      1.4832182    
       420   257.61881     -33295.722     -33159.359     -69.552465      69461.269      1.5127952    
       430   252.32638     -33291.447     -33157.886      999.76271      69498.619      1.5367124    
       440   239.28248     -33283.142     -33156.485      3171.5365      69537.26       1.5587518    
       450   226.74267     -33275.198     -33155.178      5416.8797      69593.386      1.5832089    
       460   216.57387     -33268.662     -33154.025      6891.1132      69680.915      1.6137352    
       470   212.26218     -33265.443     -33153.088      7347.3052      69805.918      1.6530914    
       480   214.64869     -33265.949     -33152.331      6819.9678      69965.645      1.7034569    
       490   225.19808     -33270.831     -33151.629      5594.0777      70149.939      1.7652522    
       500   231.19096     -33273.245     -33150.871      4459.2778      70344.775      1.8367022    
       510   231.49624     -33272.623     -33150.087      3700.0499      70538.546      1.9151081    
       520   236.36289     -33274.367     -33149.256      3088.4408      70724.131      1.9984098    
       530   239.03127     -33274.94      -33148.415      2973.8392      70897.575      2.0860513    
       540   238.45779     -33273.909     -33147.688      3020.8927      71059.284      2.1788646    
       550   238.46567     -33273.334     -33147.109      2882.2571      71211.035      2.2782375    
       560   235.565       -33271.391     -33146.702      2700.4549      71353.162      2.3852462    
       570   226.86359     -33266.56      -33146.476      2596.9668      71485.605      2.4999235    
       580   218.62769     -33262.035     -33146.311      2533.431       71608.837      2.6205443    
       590   211.89732     -33258.164     -33146.002      2655.2563      71723.838      2.7439909    
       600   207.70007     -33255.347     -33145.408      2507.8146      71832.531      2.8666617    
       610   209.22043     -33255.145     -33144.4        1529.0686      71934.378      2.984148     
       620   217.35538     -33257.966     -33142.915     -231.94327      72023.035      3.0901894    
       630   232.63722     -33264.132     -33140.993     -2277.601       72087.97       3.1768556    
       640   246.92612     -33269.506     -33138.803     -3618.3453      72119.431      3.2366271    
       650   255.63474     -33271.9       -33136.587     -3739.5861      72115.084      3.2655443    
       660   260.48528     -33272.362     -33134.482     -3144.1433      72081.693      3.2656527    
       670   260.66347     -33270.468     -33132.494     -2287.6972      72029.902      3.2437808    
       680   257.89197     -33267.086     -33130.579     -1306.7693      71970.046      3.2078324    
       690   255.29055     -33263.812     -33128.682     -266.8124       71911.328      3.1645156    
       700   252.1278      -33260.222     -33126.766      544.69722      71861.51       3.119437     
       710   248.2276      -33256.217     -33124.825      975.05649      71825.174      3.0769029    
       720   240.05298     -33249.916     -33122.851      1370.3358      71803.436      3.0404035    
       730   226.4209      -33240.699     -33120.85       2039.4495      71797.157      3.0136118    
       740   217.27747     -33233.852     -33118.843      2528.9573      71808.835      3.0005268    
       750   217.63709     -33232.053     -33116.853      2593.7519      71839.416      3.0041162    
       760   225.10365     -33234.059     -33114.907      2402.6389      71886.636      3.025359     
       770   234.20715     -33236.985     -33113.014      2256.1002      71946.652      3.0635792    
       780   246.89062     -33241.821     -33111.137      2101.2572      72016.318      3.1163352    
       790   260.89799     -33247.28      -33109.181      1832.1014      72092.806      3.1787357    
       800   266.73099     -33248.334     -33107.148      1643.8386      72172.899      3.2445182    
       810   264.01411     -33244.858     -33105.11       1673.4386      72254.531      3.3082478    
       820   255.64346     -33238.42      -33103.103      1840.3186      72337.689      3.3662238    
       830   245.06147     -33230.85      -33101.134      2003.7185      72423.56       3.4166106    
       840   245.00741     -33228.838     -33099.15       1835.6991      72513.003      3.4589888    
       850   254.73707     -33231.909     -33097.071      1310.9515      72604.16       3.4927891    
       860   261.24482     -33233.209     -33094.927      796.27889      72692.697      3.5168171    
       870   262.4519      -33231.721     -33092.8        398.43403      72774.861      3.5308502    
       880   266.36533     -33231.678     -33090.685     -310.32472      72847.946      3.5363189    
       890   269.07091     -33230.987     -33088.562     -1180.6394      72907.403      3.5343256    
       900   269.80974     -33229.289     -33086.473     -2054.0615      72947.866      3.5237194    
       910   278.32042     -33231.761     -33084.44      -3039.4912      72964.439      3.5009212    
       920   288.69652     -33235.326     -33082.513     -3751.3393      72952.216      3.4613058    
       930   294.42075     -33236.639     -33080.796     -3789.6348      72909.389      3.4017512    
       940   305.08035     -33240.78      -33079.294     -3378.3425      72839.705      3.3235324    
       950   313.28072     -33243.751     -33077.926     -2109.8648      72751.015      3.2341985    
       960   311.94599     -33241.732     -33076.613     -64.12747       72657.273      3.1461308    
       970   311.33731     -33240.121     -33075.324      1893.2174      72576.46       3.0710137    
       980   307.70825     -33236.981     -33074.104      3464.8508      72523.423      3.016701     
       990   298.90708     -33231.261     -33073.044      4432.6344      72507.491      2.9875731    
      1000   290.59193     -33226.004     -33072.188      4673.0084      72531.551      2.9847795    
      1010   277.82318     -33218.54      -33071.483      4742.5036      72592.748      3.0067103    
      1020   271.53654     -33214.551     -33070.821      4233.9905      72686.381      3.0503513    
      1030   269.37832     -33212.606     -33070.018      3241.8354      72803.776      3.1112381    
      1040   266.1462      -33209.829     -33068.952      2029.2569      72933.073      3.1827114    
      1050   271.233       -33211.114     -33067.545      492.05714      73061.508      3.2562573    
      1060   277.36591     -33212.619     -33065.804     -942.47539      73175.638      3.3233747    
      1070   282.1542      -33213.227     -33063.877     -2092.0331      73264.842      3.3769996    
      1080   291.65693     -33216.283     -33061.903     -3186.2363      73322.368      3.4123286    
      1090   300.40467     -33219.036     -33060.026     -3847.3449      73343.621      3.4273794    
      1100   304.58427     -33219.588     -33058.365     -3755.8395      73328.491      3.4228915    
      1110   311.04012     -33221.568     -33056.928     -3193.3191      73282.818      3.4011368    
